DayNum,VehId,Trip,Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW]
1.062755935,130,954,73,12.47999954,1176,19.2156868,14,6,1.68
1.062755935,130,954,74,12.59000015,1206,44.70588303,13,14,2.13
1.062755935,130,954,74,6.679999828,1180,44.70588303,30,8,1.07
1.062755935,130,954,73,6.679999828,1180,44.70588303,-1,5,2.14
1.062755935,130,954,73,17.70000076,1380,44.70588303,1,5,4.06
1.062755935,130,954,73,17.70000076,1380,58.03921509,9,8,1.31
1.062755935,130,954,73,21.55999947,1831,58.03921509,-2,6,1.75
1.062755935,130,954,74,21.55999947,1831,58.03921509,18,15,3.11
1.062755935,130,954,73,21.55999947,1831,58.03921509,23,13,3.97
1.062755935,130,954,73,7.050000191,1243,58.03921509,-2,6,4.75
1.062755935,130,954,72,7.050000191,1243,58.03921509,-4,13,1.78
1.062755935,130,954,74,4.71999979,1322,15.29411793,0,7,3.77
1.062755935,130,954,74,3.970000029,1328,15.29411793,14,12,2.75
1.062755935,130,954,74,8.93999958,1197,15.29411793,8,4,2.40
1.062755935,130,954,73,8.93999958,1197,15.29411793,26,11,4.66
1.062755935,130,954,73,8.93999958,1197,34.90196228,28,5,2.36
1.062755935,130,954,73,9.220000267,1186,34.90196228,4,11,4.96
1.062755935,130,954,74,9.220000267,1186,34.90196228,10,8,1.31
1.062755935,130,954,73,3.619999886,1352,34.90196228,8,12,0.05
1.062755935,130,954,72,3.619999886,1352,34.90196228,3,13,4.32
1.062755935,130,954,66,3.619999886,1316,11.76470566,7,12,4.19
1.062755935,130,954,66,3.670000076,1295,11.76470566,6,14,0.26
1.062755935,130,954,61,3.670000076,1295,11.76470566,28,4,0.98
1.062755935,130,954,56,3.670000076,1295,11.76470566,5,5,3.01
1.062755935,130,954,56,3.569999933,1319,11.76470566,0,10,3.59
1.062755935,130,954,49,3.569999933,1319,11.76470566,25,13,4.94
1.062755935,130,954,49,3.569999933,1319,11.37254906,16,7,3.44
1.062755935,130,954,43,3.569999933,1319,11.37254906,10,10,3.01
1.062755935,130,954,43,3.569999933,1272,11.37254906,4,14,1.88
1.062755935,130,954,38,3.569999933,1272,11.37254906,15,9,1.04
1.062755935,130,954,33,3.569999933,1272,11.37254906,-5,15,2.35
1.062755935,130,954,33,3.720000029,1159,11.37254906,26,12,3.45
1.062755935,130,954,29,3.720000029,1159,11.37254906,12,4,1.89
1.062755935,130,954,25,3.720000029,1159,11.37254906,-5,5,3.49
1.062755935,130,954,22,3.619999886,1122,13.72549057,6,8,3.43
1.062755935,130,954,22,3.619999886,1122,13.72549057,-2,6,2.37
1.062755935,130,954,16,3.619999886,1122,13.72549057,18,15,3.25
1.062755935,130,954,16,4.119999886,852,13.72549057,1,4,2.23
1.062755935,130,954,14,4.119999886,852,13.72549057,0,9,0.97
1.062755935,130,954,9,4.119999886,852,13.72549057,27,14,3.94
1.062755935,130,954,9,4.179999828,704,13.72549057,13,11,4.80
1.062755935,130,954,4,4.179999828,704,13.72549057,3,12,1.31
1.062755935,130,954,4,4.179999828,704,23.52941132,26,15,4.59
1.062755935,130,954,1,4.179999828,704,23.52941132,3,6,4.34
1.062755935,130,954,1,4.179999828,744,23.52941132,18,4,4.71
1.062755935,130,954,1,3.769999981,744,23.52941132,18,4,0.20
1.062755935,130,954,1,3.769999981,744,21.56862831,19,11,1.72
1.062755935,130,954,0,3.769999981,744,21.56862831,11,13,3.17
1.062755935,130,954,0,3.769999981,736,21.56862831,6,13,3.28
1.062755935,130,954,0,3.720000029,736,21.56862831,-1,12,3.23
1.062755935,130,954,0,3.720000029,735,21.56862831,-3,14,3.20
1.062755935,130,954,0,3.720000029,720,21.56862831,22,10,1.67
1.062755935,130,954,0,3.720000029,719,21.56862831,16,10,3.37
1.062755935,130,954,0,3.519999981,719,20.7843132,18,5,0.25
1.062755935,130,954,0,3.519999981,717,20.7843132,21,10,1.00
1.062755935,130,954,0,3.519999981,719,20.7843132,26,8,0.29
1.062755935,130,954,0,3.430000067,719,20.3921566,0,15,3.09
1.062755935,130,954,0,3.430000067,731,20.3921566,9,9,4.10
1.062755935,130,954,0,3.430000067,718,20.3921566,19,5,0.36
1.062755935,130,954,0,3.430000067,1701,20.3921566,6,12,2.90
1.062755935,130,954,0,20.93000031,1701,20.3921566,13,15,3.71
1.062755935,130,954,0,20.93000031,1701,56.07843399,13,8,2.93
1.062755935,130,954,13,20.93000031,1701,56.07843399,25,14,3.26
1.062755935,130,954,13,20.93000031,2082,56.07843399,-3,8,1.54
1.062755935,130,954,13,33.95000076,2082,56.07843399,23,12,2.71
1.062755935,130,954,23,33.95000076,2082,56.07843399,19,8,3.15
1.062755935,130,954,31,33.95000076,2082,56.07843399,-2,11,1.11
1.062755935,130,954,31,33.95000076,2232,56.07843399,1,14,0.68
1.062755935,130,954,31,36.77999878,2232,56.07843399,29,6,3.16
1.062755935,130,954,38,36.77999878,2232,56.07843399,29,7,1.65
1.062755935,130,954,38,36.77999878,2232,55.29411697,13,9,2.10
1.062755935,130,954,42,36.77999878,1491,55.29411697,-3,12,1.80
1.062755935,130,954,42,20.29999924,1491,55.29411697,-4,14,0.56
1.062755935,130,954,45,20.29999924,1491,55.29411697,-4,14,3.91
1.062755935,130,954,48,29.42000008,1980,55.29411697,0,10,2.19
1.062755935,130,954,52,29.42000008,1980,55.29411697,21,13,4.49
1.062755935,130,954,54,23.85000038,1740,58.4313736,18,14,2.27
1.062755935,130,954,56,23.85000038,1740,58.4313736,4,7,2.85
1.062755935,130,954,58,20.29999924,1491,58.4313736,26,15,4.41
1.062755935,130,954,59,21.70999908,1566,58.4313736,10,7,2.65
1.062755935,130,954,60,21.70999908,1566,59.2156868,7,8,2.27
1.062755935,130,954,61,17.43000031,1292,59.2156868,19,15,1.51
1.062755935,130,954,62,17.43000031,1292,59.2156868,12,7,2.36
1.062755935,130,954,63,24.54000092,1742,59.2156868,13,6,4.73
1.062755935,130,954,64,24.54000092,1742,59.2156868,20,9,1.04
1.062755935,130,954,64,17.15999985,1358,54.11764908,17,7,1.22
1.062755935,130,954,64,10.42000008,1168,54.11764908,6,13,2.01
1.062755935,130,954,63,10.42000008,1168,54.11764908,25,15,4.78
1.062755935,130,954,63,12.59000015,1275,54.11764908,24,6,0.62
1.062755935,130,954,63,12.59000015,1275,39.2156868,5,11,0.51
1.062755935,130,954,63,13.94999981,1252,39.2156868,1,11,0.54
1.062755935,130,954,64,13.94999981,1252,39.2156868,5,11,1.94
1.062755935,130,954,63,5.880000114,1039,39.2156868,0,14,4.66
1.062755935,130,954,63,8.069999695,1049,32.94117737,30,14,3.80
1.062755935,130,954,63,10.14000034,1136,32.94117737,3,6,1.51
1.062755935,130,954,64,10.14000034,1136,32.94117737,13,6,3.81
1.062755935,130,954,65,5.199999809,1096,32.94117737,15,15,1.75
1.062755935,130,954,65,5.199999809,1096,13.72549057,22,11,2.79
1.062755935,130,954,65,3.619999886,1337,13.72549057,6,6,3.06
1.062755935,130,954,65,3.569999933,1323,13.72549057,14,4,0.58
1.062755935,130,954,64,3.569999933,1323,13.72549057,13,14,2.52
1.062755935,130,954,64,5.389999866,1105,20.3921566,-5,10,2.92
1.062755935,130,954,64,5.260000229,1114,20.3921566,-3,13,4.68
1.062755935,130,954,63,3.920000076,1115,20.3921566,6,11,4.83
1.062755935,130,954,63,3.920000076,1115,15.29411793,18,12,2.30
1.062755935,130,954,63,15.17000008,1094,15.29411793,3,5,0.88
1.062755935,130,954,62,15.17000008,1094,15.29411793,10,15,2.79
1.062755935,130,954,62,9.590000153,1193,15.29411793,24,15,3.52
1.062755935,130,954,61,9.590000153,1193,15.29411793,4,13,1.38
1.062755935,130,954,59,9.590000153,1193,15.29411793,-4,9,4.31
1.062755935,130,954,59,24.20000076,1750,59.2156868,-2,12,2.34
1.062755935,130,954,60,24.20000076,1750,59.2156868,-4,15,2.37
1.062755935,130,954,61,30.87000084,2224,59.2156868,7,4,3.86
1.062755935,130,954,61,27.26000023,2147,59.2156868,23,11,3.86
1.062755935,130,954,61,27.26000023,2147,47.45098114,23,9,4.04
1.062755935,130,954,62,27.26000023,2147,47.45098114,12,4,4.35
1.062755935,130,954,62,19.70999908,2072,47.45098114,11,12,4.14
1.062755935,130,954,61,19.70999908,2072,47.45098114,29,13,2.78
1.062755935,130,954,61,28.59000015,2146,47.45098114,-3,12,1.56
1.062755935,130,954,62,28.59000015,2146,47.45098114,-5,14,3.41
1.062755935,130,954,62,35.54999924,2437,63.52941132,15,15,1.89
1.062755935,130,954,63,35.54999924,2437,63.52941132,10,11,3.95
1.062755935,130,954,65,35.54999924,2437,63.52941132,-2,9,3.46
1.062755935,130,954,66,29.62999916,2301,63.52941132,19,7,0.96
1.062755935,130,954,65,16.76000023,2131,63.52941132,30,15,2.30
1.062755935,130,954,65,16.76000023,2131,8.235294342,30,11,4.46
1.062755935,130,954,64,16.76000023,2131,8.235294342,7,7,1.84
1.062755935,130,954,64,8.670000076,1089,8.235294342,24,15,2.74
1.062755935,130,954,64,3.569999933,1282,8.235294342,8,8,2.82
1.062755935,130,954,66,3.569999933,1282,8.235294342,20,9,2.98
1.062755935,130,954,67,8.760000229,1133,30.98039246,5,8,3.27
1.062755935,130,954,68,8.760000229,1133,30.98039246,25,12,0.20
1.062755935,130,954,68,11.42000008,1254,30.98039246,7,12,1.47
1.062755935,130,954,69,11.42000008,1254,30.98039246,28,6,0.34
1.062755935,130,954,69,11.93999958,1237,30.98039246,-2,9,2.33
1.062755935,130,954,68,11.93999958,1237,30.98039246,-4,8,0.88
1.062755935,130,954,68,11.93999958,1237,41.5686264,6,15,4.20
1.062755935,130,954,68,16.88999939,1287,41.5686264,11,6,4.67
1.062755935,130,954,69,16.88999939,1287,41.5686264,2,4,4.60
1.062755935,130,954,69,19.70999908,1494,41.5686264,5,7,4.44
1.062755935,130,954,68,19.70999908,1494,41.5686264,12,10,0.13
1.062755935,130,954,68,7.199999809,1119,27.45098114,3,10,2.61
1.062755935,130,954,67,7.199999809,1119,27.45098114,27,4,3.49
1.062755935,130,954,65,7.199999809,1119,27.45098114,9,8,1.10
1.062755935,130,954,65,15.94999981,1339,27.45098114,19,6,3.94
1.062755935,130,954,66,15.94999981,1339,27.45098114,15,14,4.40
1.062755935,130,954,66,9.960000038,1164,27.45098114,9,7,4.74
1.062755935,130,954,67,9.960000038,1164,27.45098114,26,9,2.32
1.062755935,130,954,67,9.960000038,1164,12.54901981,11,10,3.72
1.062755935,130,954,67,3.519999981,1340,12.54901981,3,10,1.22
1.062755935,130,954,68,3.519999981,1340,12.54901981,20,13,2.54
1.062755935,130,954,68,3.569999933,1332,12.54901981,13,7,3.51
1.062755935,130,954,69,3.569999933,1332,12.54901981,27,14,1.08
1.062755935,130,954,69,3.519999981,1563,9.411765099,12,10,4.70
1.062755935,130,954,70,3.519999981,1563,9.411765099,14,12,3.63
1.062755935,130,954,70,3.720000029,1754,9.411765099,12,10,2.17
1.062755935,130,954,68,3.720000029,1754,9.411765099,29,14,1.76
1.062755935,130,954,67,3.519999981,1300,9.411765099,-4,5,4.42
1.062755935,130,954,67,3.519999981,1300,11.76470566,0,8,3.78
1.062755935,130,954,67,3.569999933,1305,11.76470566,27,10,0.19
1.062755935,130,954,67,3.519999981,1300,11.76470566,-5,14,1.66
1.062755935,130,954,66,3.519999981,1300,11.37254906,-4,8,0.91
1.062755935,130,954,66,3.519999981,1290,11.37254906,21,13,0.92
1.062755935,130,954,65,3.519999981,1290,11.37254906,-4,11,2.70
1.062755935,130,954,65,4.440000057,1053,11.37254906,21,4,2.39
1.062755935,130,954,65,5.630000114,1119,21.17647171,-3,5,3.33
1.062755935,130,954,64,5.630000114,1119,21.17647171,4,4,0.56
1.062755935,130,954,64,9.029999733,1072,21.17647171,15,6,1.76
1.062755935,130,954,62,9.029999733,1072,21.17647171,18,6,4.59
1.062755935,130,954,62,12.26000023,1208,21.17647171,19,6,2.45
1.062755935,130,954,61,12.26000023,1208,21.17647171,5,6,1.23
1.062755935,130,954,61,12.26000023,1208,54.11764908,3,10,2.05
1.062755935,130,954,61,17.84000015,1335,54.11764908,14,10,4.86
1.062755935,130,954,62,17.84000015,1335,54.11764908,9,4,1.83
1.062755935,130,954,63,17.84000015,1335,54.11764908,18,10,2.37
1.062755935,130,954,63,13.36999989,1216,54.11764908,28,12,1.90
1.062755935,130,954,63,17.15999985,1403,55.29411697,29,15,3.57
1.062755935,130,954,64,17.15999985,1403,55.29411697,17,10,1.91
1.062755935,130,954,64,6.070000172,1035,55.29411697,13,15,1.68
1.062755935,130,954,63,6.070000172,1035,55.29411697,-3,14,2.27
1.062755935,130,954,62,6.070000172,1035,55.29411697,5,10,1.50
1.062755935,130,954,62,9.489999771,1241,55.29411697,4,14,4.19
1.062755935,130,954,62,9.489999771,1241,44.70588303,4,14,1.54
1.062755935,130,954,62,14.92000008,1284,44.70588303,20,8,2.70
1.062755935,130,954,63,14.92000008,1284,44.70588303,18,7,2.47
1.062755935,130,954,64,3.519999981,1164,44.70588303,21,11,4.76
1.062755935,130,954,63,3.569999933,1346,13.33333397,2,7,1.71
1.062755935,130,954,64,3.569999933,1346,13.33333397,-3,12,2.84
1.062755935,130,954,64,5.880000114,1101,13.33333397,10,13,2.43
1.062755935,130,954,63,5.880000114,1101,13.33333397,3,15,4.36
1.062755935,130,954,63,8.760000229,1079,13.33333397,6,10,0.37
1.062755935,130,954,62,8.760000229,1079,13.33333397,16,6,4.96
1.062755935,130,954,62,8.760000229,1079,48.23529434,23,14,2.83
1.062755935,130,954,62,14.67000008,1313,48.23529434,21,4,4.40
1.062755935,130,954,59,3.430000067,1319,48.23529434,7,14,1.77
1.062755935,130,954,57,3.519999981,1315,11.37254906,25,15,2.76
1.062755935,130,954,55,3.519999981,1315,11.37254906,15,14,1.97
1.062755935,130,954,55,3.569999933,1297,11.37254906,-3,7,1.81
1.062755935,130,954,53,3.569999933,1297,11.37254906,11,14,0.71
1.062755935,130,954,51,3.569999933,1297,11.37254906,9,12,3.67
1.062755935,130,954,51,3.569999933,1300,11.37254906,0,10,3.19
1.062755935,130,954,47,3.569999933,1300,11.37254906,-1,7,2.90
1.062755935,130,954,47,3.569999933,1300,11.37254906,10,12,3.42
1.062755935,130,954,47,3.470000029,1284,11.37254906,25,5,2.37
1.062755935,130,954,43,3.470000029,1284,11.37254906,1,8,2.54
1.062755935,130,954,39,3.470000029,1284,11.37254906,11,13,0.26
1.062755935,130,954,39,3.720000029,1221,11.37254906,13,13,4.31
1.062755935,130,954,35,3.720000029,1221,11.37254906,30,7,0.34
1.062755935,130,954,31,3.720000029,1221,11.37254906,8,8,1.58
1.586260602,133,1372,54,6.159999847,1330,18.8235302,9,15,4.54
1.586260602,133,1372,54,6.090000153,1345,18.8235302,15,13,4.79
1.586260602,133,1372,54,6.010000229,1349,18.8235302,0,15,1.91
1.586260602,133,1372,54,6.010000229,1349,19.2156868,20,13,2.49
1.586260602,133,1372,52,6.010000229,1349,19.2156868,19,4,1.77
1.586260602,133,1372,49,6.010000229,1314,19.2156868,-2,6,3.53
1.586260602,133,1372,49,6.159999847,1257,19.2156868,10,12,4.98
1.586260602,133,1372,47,6.159999847,1257,19.2156868,-3,4,3.32
1.586260602,133,1372,45,6.159999847,1257,19.2156868,24,13,0.23
1.586260602,133,1372,45,6.090000153,1211,21.56862831,-5,14,1.72
1.586260602,133,1372,43,6.090000153,1211,21.56862831,3,9,0.38
1.586260602,133,1372,42,6.090000153,1211,21.56862831,8,10,1.03
1.586260602,133,1372,42,6.010000229,1186,21.56862831,8,10,0.04
1.586260602,133,1372,41,6.010000229,1186,21.56862831,17,13,3.15
1.586260602,133,1372,40,6.010000229,1186,21.56862831,5,12,1.79
1.586260602,133,1372,31,5.869999886,1330,21.56862831,18,14,2.86
1.586260602,133,1372,31,5.869999886,1330,21.17647171,20,5,2.13
1.586260602,133,1372,28,5.940000057,1144,21.17647171,16,14,0.75
1.586260602,133,1372,26,5.940000057,1144,21.17647171,0,8,4.45
1.586260602,133,1372,26,5.869999886,1060,21.17647171,16,9,4.53
1.586260602,133,1372,24,5.869999886,1060,21.17647171,16,13,2.83
1.586260602,133,1372,24,5.869999886,1097,22.74509811,-1,12,0.32
1.586260602,133,1372,24,5.940000057,1062,22.74509811,6,6,3.97
1.586260602,133,1372,23,6.010000229,1046,22.74509811,13,8,4.55
1.586260602,133,1372,23,6.010000229,1046,28.23529434,5,7,4.21
1.586260602,133,1372,25,15.23999977,1566,28.23529434,-5,5,1.91
1.586260602,133,1372,26,15.23999977,1566,28.23529434,15,8,3.27
1.586260602,133,1372,26,23.03000069,1777,28.23529434,-3,6,4.45
1.586260602,133,1372,28,23.03000069,1777,28.23529434,-4,13,4.88
1.586260602,133,1372,30,23.03000069,1777,28.23529434,24,11,1.07
1.586260602,133,1372,34,29.86000061,2348,54.90196228,20,6,4.10
1.586260602,133,1372,41,29.86000061,2348,54.90196228,-2,4,3.36
1.586260602,133,1372,41,15.51000023,1750,54.90196228,30,5,0.62
1.586260602,133,1372,43,15.51000023,1750,54.90196228,2,7,4.99
1.586260602,133,1372,44,15.51000023,1750,54.90196228,15,9,1.43
1.586260602,133,1372,44,20.23999977,1863,54.90196228,0,6,3.94
1.586260602,133,1372,46,20.23999977,1863,54.90196228,30,12,3.73
1.586260602,133,1372,46,20.23999977,1863,32.15686417,10,10,2.74
1.586260602,133,1372,48,20.23999977,1863,32.15686417,9,6,3.05
1.586260602,133,1372,49,10.47999954,1488,32.15686417,12,7,2.94
1.586260602,133,1372,50,10.47999954,1488,32.15686417,0,4,0.00
1.586260602,133,1372,50,11.07999992,1367,32.15686417,-2,5,4.69
1.586260602,133,1372,51,11.07999992,1367,32.15686417,7,10,3.57
1.586260602,133,1372,51,5.539999962,1391,19.2156868,30,10,0.86
1.586260602,133,1372,50,5.539999962,1391,19.2156868,18,12,2.36
1.586260602,133,1372,49,5.539999962,1391,19.2156868,0,6,3.31
1.586260602,133,1372,49,5.800000191,1291,19.2156868,28,10,1.48
1.586260602,133,1372,48,5.800000191,1291,19.2156868,27,13,4.73
1.586260602,133,1372,48,18.27000046,1766,19.2156868,17,4,0.11
1.586260602,133,1372,48,18.27000046,1766,41.17647171,15,6,0.86
1.586260602,133,1372,49,18.27000046,1766,41.17647171,25,14,0.27
1.586260602,133,1372,50,15.23999977,1610,41.17647171,0,4,1.59
1.586260602,133,1372,50,10.57999992,1475,41.17647171,13,5,3.51
1.586260602,133,1372,49,10.57999992,1475,41.17647171,27,7,4.62
1.586260602,133,1372,49,8.56000042,1431,26.66666794,-1,12,4.12
1.586260602,133,1372,48,8.56000042,1431,26.66666794,9,14,2.83
1.586260602,133,1372,48,14.22999954,1650,26.66666794,5,12,3.45
1.586260602,133,1372,49,14.22999954,1650,26.66666794,0,8,1.68
1.586260602,133,1372,49,16.44000053,1713,26.66666794,5,12,1.30
1.586260602,133,1372,49,16.44000053,1713,16.07843208,9,10,1.02
1.586260602,133,1372,48,5.670000076,1110,16.07843208,1,13,2.09
1.586260602,133,1372,46,5.670000076,1110,16.07843208,20,6,2.69
1.586260602,133,1372,45,5.599999905,1222,16.07843208,3,9,3.69
1.586260602,133,1372,43,5.599999905,1222,16.07843208,-4,10,0.85
1.586260602,133,1372,43,5.46999979,1145,21.17647171,25,14,0.80
1.586260602,133,1372,37,5.46999979,1145,21.17647171,6,8,3.64
1.586260602,133,1372,37,5.539999962,1268,21.17647171,28,11,3.22
1.586260602,133,1372,34,5.539999962,1268,21.17647171,12,8,0.60
1.586260602,133,1372,32,5.539999962,1268,21.17647171,18,13,3.05
1.586260602,133,1372,32,5.46999979,1162,21.17647171,26,6,4.82
1.586260602,133,1372,27,5.46999979,1162,21.17647171,27,5,1.94
1.586260602,133,1372,27,5.46999979,1162,22.35294151,-4,6,3.06
1.586260602,133,1372,27,5.539999962,973,22.35294151,4,10,0.70
1.586260602,133,1372,18,5.539999962,973,22.35294151,29,8,3.42
1.586260602,133,1372,18,5.409999847,909,22.35294151,24,13,0.04
1.586260602,133,1372,13,5.409999847,909,22.35294151,14,7,2.29
1.586260602,133,1372,10,5.409999847,909,22.35294151,-1,10,3.68
1.586260602,133,1372,10,5.340000153,903,24.70588303,3,6,4.25
1.586260602,133,1372,8,5.340000153,903,24.70588303,8,13,2.27
1.586260602,133,1372,1,5.340000153,903,24.70588303,-3,14,3.48
1.586260602,133,1372,1,5.46999979,896,24.70588303,24,8,4.45
1.586260602,133,1372,1,5.46999979,909,24.70588303,7,15,3.26
1.586260602,133,1372,1,5.409999847,909,24.70588303,27,10,1.49
1.586260602,133,1372,1,5.409999847,909,25.49019623,26,8,2.71
1.586260602,133,1372,0,5.409999847,909,25.49019623,-4,7,0.13
1.586260602,133,1372,0,5.409999847,902,25.49019623,1,14,4.31
1.586260602,133,1372,0,5.409999847,911,25.49019623,5,9,3.92
1.586260602,133,1372,0,5.28000021,911,24.70588303,2,5,2.75
1.586260602,133,1372,0,5.28000021,913,24.70588303,11,13,2.10
1.586260602,133,1372,0,5.28000021,912,24.70588303,-3,10,2.37
1.586260602,133,1372,0,5.28000021,911,24.70588303,0,13,4.88
1.586260602,133,1372,0,5.28000021,907,24.70588303,30,15,3.01
1.586260602,133,1372,0,5.28000021,906,24.70588303,-1,9,4.62
1.586260602,133,1372,0,5.03000021,906,23.52941132,25,4,0.56
1.586260602,133,1372,0,5.03000021,908,23.52941132,30,6,4.53
1.586260602,133,1372,0,5.03000021,906,23.52941132,26,14,3.92
1.586260602,133,1372,0,5.28000021,906,25.09803963,30,11,1.38
1.586260602,133,1372,0,5.28000021,905,25.09803963,14,10,3.30
1.586260602,133,1372,0,5.28000021,904,25.09803963,7,11,2.80
1.586260602,133,1372,0,5.28000021,903,25.09803963,-5,15,1.13
1.586260602,133,1372,0,5.150000095,903,24.31372643,14,8,0.69
1.586260602,133,1372,0,5.150000095,904,24.31372643,11,10,0.27
1.586260602,133,1372,0,5.150000095,904,24.31372643,20,9,3.84
1.586260602,133,1372,0,5.150000095,897,24.31372643,22,4,4.44
1.586260602,133,1372,0,5.340000153,897,25.09803963,11,15,2.83
1.586260602,133,1372,0,5.340000153,907,25.09803963,25,5,3.54
1.586260602,133,1372,0,5.340000153,898,25.09803963,26,6,0.07
1.586260602,133,1372,0,5.340000153,910,24.70588303,9,10,4.55
1.586260602,133,1372,0,5.340000153,905,24.70588303,30,11,0.43
1.586260602,133,1372,0,5.340000153,1200,24.70588303,3,12,0.19
1.586260602,133,1372,0,11.28999996,1200,40.7843132,23,14,2.59
1.586260602,133,1372,6,11.28999996,1200,40.7843132,-5,6,3.14
1.586260602,133,1372,6,11.28999996,1711,40.7843132,17,11,0.33
1.586260602,133,1372,6,18.27000046,1711,40.7843132,10,8,3.69
1.586260602,133,1372,13,18.27000046,1711,40.7843132,15,13,4.67
1.586260602,133,1372,18,18.27000046,1711,40.7843132,-3,5,2.57
1.586260602,133,1372,18,18.27000046,2136,40.7843132,7,15,3.58
1.586260602,133,1372,18,19.78000069,2136,40.7843132,6,13,4.57
1.586260602,133,1372,22,19.78000069,2136,40.7843132,3,13,1.98
1.586260602,133,1372,22,19.78000069,2136,41.5686264,10,15,1.82
1.586260602,133,1372,25,19.78000069,2136,41.5686264,0,8,2.81
1.586260602,133,1372,25,19.78000069,2103,41.5686264,14,9,4.96
1.586260602,133,1372,25,27.34000015,2103,41.5686264,1,13,3.63
1.586260602,133,1372,30,27.34000015,2103,41.5686264,7,10,3.86
1.586260602,133,1372,34,27.34000015,2276,41.5686264,11,7,4.78
1.586260602,133,1372,34,30.05999947,2276,41.5686264,20,8,1.77
